#代码	名称	总手	现手	金额	所属行业	市净率	总股本	总市值
002184	海得控制	12.1万	2065	1.74亿	 电子信息	4.54	2.20亿	32.2亿
000567	海德股份	1.15万	165	970万	 房地产	6.84	1.51亿	12.9亿
600515	海岛建设	41.6万	0	3.82亿	 商业百货	4.30	4.23亿	39.4亿
002311	海大集团	3.20万	511	3108万	 农牧饲渔	2.62	10.6亿	104亿
300320	海达股份	1.45万	74	1855万	 塑胶制品	2.69	1.33亿	17.0亿
600708	海博股份	7.49万	0	7031万	 综合行业	3.41	5.10亿	47.5亿
002206	海 利 得	4.18万	296	2822万	 化纤行业	1.52	4.48亿	29.9亿
600664	哈药股份	11.0万	500	6554万	 医药行业	1.38	19.2亿	113亿
600864	哈投股份	6.90万	0	6317万	 公用事业	1.60	5.46亿	49.8亿
600202	哈空调	1.66万	10	814万	 机械行业	2.09	3.83亿	18.6亿
600095	哈高科	3.04万	16	1412万	 食品行业	2.57	3.61亿	16.8亿
600038	哈飞股份	2.72万	0	7449万	 航天航空	2.68	5.89亿	162亿
002615	哈尔斯	1.78万	149	3589万	 工艺商品	3.12	9120万	18.4亿
600562	国睿科技	3462	4	1397万	 玻璃陶瓷	7.11	1.29亿	51.4亿
600187	国中水务	15.9万	49	9548万	 公用事业	3.59	14.6亿	87.0亿
000728	国元证券	8.32万	585	7438万	 券商信托	1.13	19.6亿	174亿
000028	国药一致	2.94万	82	1.37亿	 医药行业	6.25	2.88亿	133亿
600511	国药股份	2.08万	2	4473万	 医药行业	5.05	4.79亿	102亿
000838	国兴地产	5092	200	338万	 房地产	3.15	1.81亿	12.1亿
002449	国星光电	6.10万	526	6649万	 电子元件	2.18	4.30亿	46.4亿
600962	国投中鲁	1.48万	4	927万	 食品行业	1.77	2.62亿	16.3亿
601918	国投新集	16.2万	12	5149万	 煤炭采选	0.95	25.9亿	82.1亿
600886	国投电力	21.3万	50	8826万	 电力行业	1.59	67.9亿	280亿
002205	国统股份	2.52万	358	3704万	 水泥建材	1.92	1.16亿	17.0亿
300101	国腾电子	2.43万	151	5493万	 通讯行业	8.43	2.78亿	61.8亿
000004	国农科技	2.32万	269	3230万	 医药行业	14.92	8398万	11.7亿
300077	国民技术	11.3万	1170	3.09亿	 电子元件	2.84	2.72亿	76.9亿
002093	国脉科技	12.8万	1831	7263万	 通讯行业	3.93	8.65亿	47.9亿
300094	国联水产	3.40万	135	3228万	 农牧饲渔	2.29	3.52亿	33.1亿
600109	国金证券	48.4万	0	9.88亿	 券商信托	4.03	12.9亿	265亿
000159	国际实业	13.3万	1793	1.07亿	 石油行业	1.84	4.81亿	38.5亿
600335	国机汽车	5.67万	0	1.07亿	 机械行业	2.98	5.60亿	106亿
000750	国海证券	14.5万	3343	1.50亿	 券商信托	3.85	23.1亿	238亿
002045	国光电器	14.1万	1688	9432万	 电子元件	2.31	4.17亿	28.1亿
000859	国风塑业	3.74万	567	1366万	 塑胶制品	1.70	4.20亿	15.3亿
600321	国栋建设	9.39万	0	1914万	 水泥建材	1.15	11.8亿	23.9亿
002573	国电清新	----	----	----	 公用事业	5.41	5.33亿	118亿
600268	国电南自	21.5万	164	1.28亿	 输配电气	1.64	6.35亿	37.2亿
600406	国电南瑞	44.8万	0	8.07亿	 输配电气	6.40	24.3亿	433亿
600795	国电电力	62.8万	0	1.48亿	 电力行业	1.07	172亿	405亿
300285	国瓷材料	5798	78	2050万	 化工行业	7.15	1.26亿	44.4亿
600145	国创能源	9.60万	332	4702万	 玻璃陶瓷	9.36	3.78亿	18.7亿
002377	国创高新	6.16万	1490	5159万	 石油行业	2.46	2.19亿	18.6亿
600519	贵州茅台	4.72万	0	7.42亿	 酿酒行业	4.30	10.4亿	1659亿
002424	贵州百灵	3.01万	434	7167万	 医药行业	5.59	4.70亿	111亿
600459	贵研铂业	4.05万	0	7985万	 有色金属	2.35	2.01亿	39.0亿
000833	贵糖股份	9.27万	386	6430万	 食品行业	2.32	2.96亿	20.2亿
600992	贵绳股份	1.50万	50	1079万	 材料行业	1.33	2.45亿	17.5亿
603555	贵人鸟	12.8万	18	1.85亿	 纺织服装	4.19	6.14亿	87.1亿
600523	贵航股份	4.86万	0	5975万	 汽车行业	2.06	2.89亿	34.9亿
002275	桂林三金	1.56万	262	2356万	 医药行业	4.22	5.90亿	88.5亿
000978	桂林旅游	7.43万	517	4595万	 旅游酒店	1.52	3.60亿	22.3亿
600236	桂冠电力	5.61万	4	1673万	 电力行业	1.89	22.8亿	68.2亿
600310	桂东电力	2.76万	0	3061万	 电力行业	0.95	2.76亿	30.5亿
300019	硅宝科技	1.06万	36	1310万	 化工行业	3.84	1.63亿	20.2亿
600259	广晟有色	2.53万	0	9375万	 有色金属	20.18	2.49亿	91.6亿
000987	广州友谊	4.35万	1174	4251万	 商业百货	1.78	3.59亿	35.5亿
000523	广州浪奇	7.20万	1506	7041万	 化工行业	4.21	4.45亿	43.4亿
600098	广州发展	9.55万	82	5058万	 电力行业	1.10	27.4亿	145亿
600771	广誉远	3.01万	0	7871万	 医药行业	134.83	2.44亿	63.8亿
002133	广宇集团	1.63万	78	596万	 房地产	1.10	5.98亿	21.9亿
000537	广宇发展	7.67万	1464	4468万	 房地产	1.93	5.13亿	29.5亿
002482	广田股份	5.71万	440	8735万	 工程建设	2.24	5.17亿	78.6亿
601333	广深铁路	32.7万	0	8717万	 交运物流	0.71	70.8亿	186亿
600894	广日股份	9.89万	0	1.27亿	 机械行业	4.06	7.89亿	103亿
601238	广汽集团	6.87万	33	5376万	 汽车行业	1.53	64.4亿	502亿
002175	广陆数测	2.69万	177	4016万	 仪器仪表	3.33	1.18亿	17.5亿
002410	广联达	2.81万	145	1.07亿	 电子信息	9.01	5.38亿	208亿
000096	广聚能源	27.3万	2518	2.04亿	 石油行业	2.17	5.28亿	39.1亿
000952	广济药业	----	----	----	 医药行业	2.57	2.52亿	18.4亿
600256	广汇能源	76.6万	25	6.18亿	 综合行业	5.10	52.2亿	416亿
000529	广弘控股	32.7万	3444	2.57亿	 食品行业	5.15	5.84亿	45.8亿
000776	广发证券	30.5万	2022	3.17亿	 券商信托	1.78	59.2亿	611亿
600589	广东榕泰	4.13万	946	2009万	 化工行业	1.44	6.02亿	29.1亿
600382	广东明珠	4.56万	2	3518万	 国际贸易	1.59	3.42亿	26.4亿
002101	广东鸿图	2.02万	284	2156万	 汽车行业	1.65	1.92亿	20.5亿
000576	广东甘化	2.47万	180	2437万	 综合行业	4.33	4.43亿	43.7亿
002152	广电运通	6.89万	452	1.39亿	 电子信息	4.65	7.47亿	147亿
600831	广电网络	11.8万	0	9845万	 文化传媒	2.81	5.63亿	46.9亿
601616	广电电气	9.69万	0	3789万	 输配电气	1.43	9.33亿	36.3亿
600685	广船国际	5.01万	5	9250万	 交运设备	2.89	10.3亿	190亿
002103	广博股份	3.81万	2255	2869万	 工艺商品	2.26	2.18亿	16.7亿
002187	广百股份	3.42万	481	3097万	 商业百货	1.40	3.42亿	30.6亿
600979	广安爱众	2.56万	45	1201万	 公用事业	2.21	7.18亿	33.6亿
002524	光正集团	5.02万	2646	3285万	 水泥建材	3.91	5.03亿	32.9亿
300227	光韵达	4.05万	201	6664万	 电子元件	6.78	1.34亿	22.0亿
300356	光一科技	5.03万	380	9062万	 输配电气	3.52	1.30亿	23.4亿
002708	光洋股份	10.5万	2210	2.52亿	 汽车行业	3.89	1.33亿	32.1亿
002281	光迅科技	1.80万	89	6312万	 通讯行业	3.88	1.86亿	64.8亿
300251	光线传媒	----	----	----	 文化传媒	9.67	5.06亿	206亿
600597	光明乳业	6.95万	0	1.25亿	 食品行业	5.20	12.2亿	218亿
300383	光环新网	1.94万	107	1.94亿	 电子信息	9.33	5458万	54.5亿
000546	光华控股	1.93万	94	1181万	 房地产	5.95	1.70亿	10.3亿
600184	光电股份	7516	31	1505万	 航天航空	3.72	2.09亿	41.9亿
601788	光大证券	9.45万	0	7574万	 券商信托	1.19	34.2亿	272亿
601818	光大银行	71.3万	1	1.73亿	 银行	0.74	467亿	1134亿
300238	冠昊生物	1.17万	518	4843万	 医药行业	10.65	1.23亿	51.2亿
600251	冠农股份	4.41万	0	6789万	 农牧饲渔	4.34	3.62亿	55.4亿
600433	冠豪高新	14.3万	0	1.50亿	 造纸印刷	7.44	11.9亿	123亿
002102	冠福家用	13.4万	992	7174万	 玻璃陶瓷	3.37	4.09亿	21.6亿
600067	冠城大通	9.17万	16	5305万	 房地产	1.46	11.9亿	68.3亿
002694	顾地科技	1.37万	212	1761万	 塑胶制品	2.17	1.73亿	22.1亿
600059	古越龙山	6.20万	6	5441万	 酿酒行业	2.26	6.35亿	55.7亿
000596	古井贡酒	7.69万	954	1.52亿	 酿酒行业	2.79	5.04亿	101亿
002655	共达电声	7.67万	653	1.01亿	 电子元件	5.37	2.40亿	31.4亿
601398	工商银行	40.6万	626	1.35亿	 银行	0.94	3514亿	1.17万亿
600857	工大首创	3.76万	0	4142万	 商业百货	4.46	2.24亿	24.2亿
600701	工大高新	7.45万	200	3456万	 综合行业	2.55	4.99亿	23.1亿
002340	格林美	18.5万	1308	2.14亿	 材料行业	3.78	7.53亿	87.3亿
000651	格力电器	23.2万	1165	6.37亿	 家电行业	2.63	30.1亿	824亿
600185	格力地产	6.19万	0	5333万	 房地产	1.84	5.78亿	49.6亿
600068	葛洲坝	16.3万	3	6403万	 工程建设	1.03	34.9亿	137亿
600037	歌华有线	11.6万	0	1.01亿	 文化传媒	1.61	10.6亿	91.7亿
002241	歌尔声学	12.2万	1366	3.20亿	 电子元件	6.79	15.3亿	399亿
300098	高新兴	1.40万	182	2166万	 通讯行业	3.44	1.84亿	28.3亿
000628	高新发展	9.13万	1092	6145万	 房地产	7.57	2.19亿	14.6亿
300200	高盟新材	3.74万	187	3724万	 材料行业	2.85	2.14亿	21.1亿
002348	高乐股份	19.7万	2479	1.59亿	 工艺商品	3.25	4.74亿	37.8亿
002143	高金食品	----	----	----	 食品行业	3.09	2.09亿	14.0亿
000851	高鸿股份	29.1万	2748	3.85亿	 通讯行业	3.22	5.16亿	67.9亿
002414	高德红外	7.89万	537	1.55亿	 仪器仪表	4.95	6.00亿	118亿
300034	钢研高纳	4.16万	763	9881万	 材料行业	5.09	2.12亿	49.9亿
600072	钢构工程	4.36万	0	3937万	 交运设备	3.50	4.78亿	43.1亿
600687	刚泰控股	4.16万	30	5272万	 有色金属	3.74	3.77亿	47.6亿
600269	赣粤高速	3.71万	15	1033万	 高速公路	0.58	23.4亿	65.2亿
000899	赣能股份	8.41万	834	4476万	 电力行业	2.03	6.47亿	34.1亿
002460	赣锋锂业	8.34万	1021	2.96亿	 有色金属	4.82	1.78亿	63.8亿
000791	甘肃电投	4.65万	253	3428万	 化工行业	1.49	7.22亿	53.5亿
300228	富瑞特装	6444	94	4476万	 机械行业	9.02	1.35亿	93.3亿
002357	富临运业	5773	12	719万	 交运物流	3.69	1.96亿	24.5亿
300299	富春通信	2.10万	595	3384万	 通讯行业	4.95	1.21亿	19.4亿
002479	富春环保	4.78万	913	3980万	 公用事业	3.02	7.38亿	60.9亿
000030	富奥股份	11.6万	1190	8709万	 汽车行业	2.68	13.0亿	98.1亿
002327	富安娜	3.01万	338	4275万	 纺织服装	2.70	3.22亿	45.6亿
600196	复星医药	23.2万	0	5.42亿	 医药行业	3.52	22.4亿	514亿
600624	复旦复华	19.6万	0	2.67亿	 综合行业	7.93	3.45亿	46.4亿
600399	抚顺特钢	19.1万	0	1.41亿	 钢铁行业	2.19	5.20亿	37.4亿
600660	福耀玻璃	20.0万	62	1.54亿	 玻璃陶瓷	1.95	20.0亿	153亿
300139	福星晓程	8329	269	1985万	 电子元件	2.21	1.10亿	26.2亿
000926	福星股份	6.59万	558	4406万	 房地产	0.70	7.12亿	47.2亿
600166	福田汽车	49.2万	307	2.95亿	 汽车行业	1.13	28.1亿	166亿
300049	福瑞股份	2.09万	500	6762万	 医药行业	5.74	1.25亿	41.1亿
600203	福日电子	5.18万	99	4579万	 电子元件	3.42	2.41亿	21.5亿
002222	福晶科技	3.89万	283	3294万	 电子元件	3.83	2.85亿	23.9亿
600802	福建水泥	25.1万	0	1.79亿	 水泥建材	2.64	3.82亿	27.4亿
600163	福建南纸	4.28万	9	1542万	 造纸印刷	2.41	7.21亿	26.0亿
600483	福建南纺	9.39万	8	6517万	 纺织服装	2.75	2.88亿	20.2亿
002679	福建金森	1.32万	136	2269万	 木业家具	3.65	1.39亿	23.5亿
600033	福建高速	3.35万	122	691万	 高速公路	0.76	27.4亿	56.5亿
600965	福成五丰	5.71万	0	3964万	 农牧饲渔	2.16	4.06亿	27.7亿
300194	福安药业	2311	55	631万	 医药行业	2.77	1.73亿	46.9亿
002507	涪陵榨菜	5406	255	1680万	 食品行业	4.76	1.55亿	48.8亿
600452	涪陵电力	2.10万	0	2296万	 电力行业	4.14	1.60亿	17.5亿
000973	佛塑科技	135万	9064	8.22亿	 塑胶制品	2.78	9.67亿	59.1亿
000541	佛山照明	9.55万	533	9438万	 电子元件	3.32	9.79亿	95.8亿
002644	佛慈制药	9426	107	2951万	 医药行业	3.95	8886万	27.5亿
600493	凤竹纺织	13.7万	333	7648万	 纺织服装	2.45	2.72亿	15.2亿
600071	凤凰光学	----	----	----	 仪器仪表	3.04	2.37亿	18.3亿
600716	凤凰股份	8.81万	0	9454万	 房地产	4.44	7.41亿	78.9亿
601928	凤凰传媒	25.7万	0	2.52亿	 文化传媒	2.72	25.4亿	251亿
600498	烽火通信	9.24万	0	1.36亿	 通讯行业	2.57	9.66亿	142亿
000561	烽火电子	10.3万	843	6736万	 通讯行业	4.78	5.96亿	39.0亿
600469	风神股份	1.74万	37	1431万	 汽车行业	1.26	3.75亿	30.7亿
000636	风华高科	18.0万	2167	1.15亿	 电子元件	1.92	6.71亿	42.5亿
601700	风范股份	1.99万	0	3366万	 输配电气	2.83	4.53亿	76.3亿
600482	风帆股份	14.4万	3	1.65亿	 材料行业	2.68	5.31亿	59.5亿
000153	丰原药业	----	----	----	 医药行业	2.42	3.12亿	24.4亿
601996	丰林集团	11.6万	11	9228万	 木业家具	2.27	4.69亿	36.6亿
000713	丰乐种业	3.24万	275	2871万	 农牧饲渔	2.35	2.99亿	26.4亿
600615	丰华股份	2.58万	0	2617万	 房地产	3.78	1.88亿	18.8亿
002530	丰东股份	1.88万	24	1184万	 机械行业	2.62	2.68亿	16.8亿
002681	奋达科技	2.77万	246	1.52亿	 家电行业	8.52	1.50亿	82.1亿
000026	飞亚达Ａ	3.65万	250	2670万	 工艺商品	1.85	3.93亿	28.5亿
002210	飞马国际	4.24万	548	3851万	 交运物流	5.36	3.98亿	35.8亿
300240	飞力达	1.84万	556	2301万	 交运物流	2.22	1.68亿	21.3亿
300287	飞利信	8096	80	6857万	 电子信息	21.55	1.26亿	110亿
600651	飞乐音响	13.9万	40	8841万	 电子元件	3.98	7.39亿	46.3亿
600654	飞乐股份	16.9万	0	1.56亿	 电子元件	4.75	7.55亿	68.8亿
600526	菲达环保	2.95万	0	6602万	 机械行业	3.52	2.03亿	45.2亿
300235	方直科技	3.95万	784	1.07亿	 电子信息	7.45	8800万	23.8亿
601901	方正证券	114万	0	6.58亿	 券商信托	2.27	61.0亿	347亿
600601	方正科技	23.5万	0	7337万	 电子信息	1.57	21.9亿	67.8亿
002196	方正电机	8.16万	468	1.11亿	 机械行业	3.19	1.49亿	19.6亿
002147	方圆支承	8.16万	740	4952万	 机械行业	1.87	2.59亿	15.5亿
600552	方兴科技	2.56万	39	5627万	 玻璃陶瓷	3.41	2.39亿	53.0亿
600507	方大特钢	3.93万	0	1344万	 钢铁行业	1.61	13.3亿	45.4亿
600516	方大炭素	9.34万	0	6683万	 材料行业	2.20	17.2亿	122亿
000055	方大集团	3.56万	363	2128万	 水泥建材	3.94	7.57亿	44.6亿
000818	方大化工	2.85万	648	782万	 化工行业	0.98	6.80亿	18.7亿
000046	泛海建设	1.98万	64	854万	 房地产	2.32	45.6亿	196亿
002270	法因数控	4.78万	302	4197万	 机械行业	2.83	1.89亿	16.5亿
600563	法拉电子	3.67万	0	9545万	 电子元件	3.74	2.25亿	56.9亿
000890	法 尔 胜	3.31万	92	1330万	 材料行业	1.47	3.80亿	15.2亿
002467	二六三	5.82万	412	1.40亿	 通讯行业	4.47	2.41亿	58.6亿
300267	尔康制药	2.57万	600	7178万	 医药行业	9.59	4.54亿	125亿
002262	恩华药业	3.23万	144	7722万	 医药行业	9.58	3.28亿	77.3亿
000501	鄂武商Ａ	3.31万	300	3862万	 商业百货	2.14	5.07亿	59.2亿
600295	鄂尔多斯	7.04万	65	5499万	 纺织服装	1.20	10.3亿	79.9亿
000888	峨眉山Ａ	1.20万	81	2245万	 旅游酒店	3.09	2.63亿	49.2亿
600696	多伦股份	9.16万	0	5846万	 房地产	4.03	3.41亿	21.6亿
002407	多氟多	14.3万	1462	2.43亿	 化工行业	2.61	2.23亿	37.8亿
002011	盾安环境	6.41万	1198	5641万	 机械行业	2.10	8.43亿	73.5亿
600354	敦煌种业	16.7万	56	1.16亿	 农牧饲渔	3.62	4.48亿	30.6亿
002082	栋梁新材	3.02万	342	2425万	 水泥建材	1.67	2.38亿	19.1亿
600405	动力源	38.0万	0	4.97亿	 电子元件	4.68	2.83亿	36.0亿
000828	东莞控股	1.91万	329	893万	 高速公路	1.38	10.4亿	48.8亿
002074	东源电器	7.83万	643	5276万	 输配电气	3.63	2.53亿	16.9亿
002713	东易日盛	10.2万	1170	4.67亿	 工程建设	7.22	1.25亿	57.2亿
600673	东阳光铝	4.15万	74	4518万	 有色金属	3.43	8.27亿	89.8亿
000413	东旭光电	1.45万	158	2933万	 电子元件	3.23	9.03亿	183亿
002017	东信和平	3.11万	374	6057万	 通讯行业	6.04	2.22亿	43.3亿
601555	东吴证券	14.4万	0	1.06亿	 券商信托	1.87	20.0亿	145亿
300353	东土科技	8493	41	2094万	 通讯行业	5.31	8562万	21.1亿
002384	东山精密	1.10万	130	2392万	 材料行业	6.21	3.84亿	83.9亿
300183	东软载波	1.04万	215	4197万	 电子信息	5.52	2.22亿	89.0亿
600718	东软集团	30.8万	0	4.83亿	 电子信息	3.68	12.3亿	192亿
002135	东南网架	3.83万	1122	1359万	 工程建设	1.47	7.49亿	26.7亿
600114	东睦股份	2.33万	6	3922万	 机械行业	4.77	2.06亿	34.2亿
000893	东凌粮油	1.27万	179	2050万	 食品行业	4.32	2.72亿	43.6亿
002199	东晶电子	18.0万	315	2.60亿	 电子元件	5.08	1.89亿	28.2亿
002672	东江环保	1.66万	221	6753万	 公用事业	4.07	2.32亿	94.4亿
600393	东华实业	2.87万	0	1550万	 房地产	1.73	3.00亿	16.3亿
002065	东华软件	5.54万	674	2.40亿	 电子信息	8.70	7.22亿	311亿
002221	东华能源	4.23万	658	4701万	 石油行业	4.53	5.86亿	64.7亿
002140	东华科技	4.95万	457	9410万	 工程建设	5.65	4.46亿	84.4亿
300354	东华测试	8817	77	1754万	 仪器仪表	4.08	6652万	13.1亿
600133	东湖高新	3.33万	13	1693万	 房地产	3.17	6.34亿	32.2亿
002504	东光微电	----	----	----	 电子元件	1.68	1.39亿	11.4亿
002117	东港股份	4.71万	393	1.01亿	 造纸印刷	5.53	3.03亿	65.8亿
300171	东富龙	1.30万	116	4573万	 医药行业	3.16	2.08亿	72.6亿
600006	东风汽车	19.8万	6	6258万	 汽车行业	1.05	20.0亿	62.6亿
600081	东风科技	13.3万	550	1.32亿	 汽车行业	3.72	3.14亿	30.4亿
601515	东风股份	5701	0	1449万	 造纸印刷	7.63	5.56亿	140亿
002167	东方锆业	----	----	----	 有色金属	3.16	4.14亿	47.2亿
000962	东方钽业	37.2万	6457	4.15亿	 有色金属	1.98	4.41亿	48.7亿
002310	东方园林	4.81万	541	1.30亿	 工程建设	3.80	6.69亿	179亿
002271	东方雨虹	2.73万	598	6189万	 水泥建材	5.22	3.60亿	80.0亿
600753	东方银星	1.45万	87	1672万	 房地产	14.67	1.28亿	14.9亿
300367	东方网力	1.03万	92	1.17亿	 仪器仪表	11.32	5881万	66.4亿
600776	东方通信	15.2万	56	1.46亿	 通讯行业	4.61	12.6亿	122亿
300379	东方通	2.45万	382	1.71亿	 电子信息	12.47	5143万	35.2亿
002545	东方铁塔	1.05万	63	1642万	 水泥建材	1.46	2.60亿	40.5亿
000301	东方市场	4.84万	824	1588万	 综合行业	1.37	12.2亿	39.8亿
300118	东方日升	12.7万	2649	1.06亿	 输配电气	2.43	5.60亿	48.3亿
600832	东方明珠	29.5万	0	3.44亿	 旅游酒店	4.95	31.9亿	369亿
002611	东方精工	3.47万	1146	5046万	 机械行业	3.30	1.81亿	25.9亿
600086	东方金钰	2.09万	0	3580万	 工艺商品	6.81	3.52亿	60.3亿
600811	东方集团	8.64万	0	5008万	 综合行业	1.16	16.7亿	95.8亿
600115	东方航空	8.60万	100	2192万	 民航机场	1.04	127亿	321亿
002086	东方海洋	2.72万	230	2369万	 农牧饲渔	1.55	2.44亿	21.2亿
300166	东方国信	1.30万	241	4262万	 电子信息	4.68	1.36亿	45.3亿
000682	东方电子	9.50万	1076	3005万	 电子元件	2.18	9.78亿	30.8亿
300217	东方电热	1.34万	142	2914万	 机械行业	4.05	1.98亿	42.7亿
600875	东方电气	13.0万	20	1.57亿	 输配电气	1.39	20.0亿	239亿
600278	东方创业	3.37万	0	3442万	 国际贸易	1.98	5.22亿	52.6亿
300059	东方财富	32.4万	2464	5.61亿	 电子信息	7.18	6.72亿	119亿
000524	东方宾馆	5.00万	334	3243万	 旅游酒店	2.75	2.70亿	17.3亿
002675	东诚生化	5.92万	1034	1.23亿	 医药行业	3.36	1.73亿	35.9亿
601208	东材科技	5.44万	37	4400万	 材料行业	2.33	6.16亿	48.5亿
000597	东北制药	4.25万	553	3677万	 医药行业	1.80	3.34亿	28.6亿
000686	东北证券	6.82万	1247	9942万	 券商信托	1.91	9.79亿	141亿
000585	东北电气	2.88万	80	684万	 输配电气	7.37	8.73亿	20.6亿
300239	东宝生物	2.67万	105	3081万	 医药行业	6.59	1.98亿	22.6亿
600693	东百集团	4.93万	0	3292万	 商业百货	2.12	3.43亿	22.6亿
600178	东安动力	2.85万	19	1285万	 汽车行业	0.94	4.62亿	20.7亿
000423	东阿阿胶	3.81万	138	1.38亿	 医药行业	5.07	6.54亿	236亿
002352	鼎泰新材	7319	43	1606万	 材料行业	2.34	7783万	16.9亿
300054	鼎龙股份	4.86万	496	8876万	 化工行业	5.15	2.93亿	53.5亿
600614	鼎立股份	----	----	----	 综合行业	6.29	5.67亿	55.9亿
300378	鼎捷软件	7.71万	435	3.10亿	 电子信息	4.30	1.19亿	47.3亿
300011	鼎汉技术	----	----	----	 交运设备	4.54	2.31亿	35.3亿
600658	电子城	2.74万	0	2862万	 房地产	2.27	5.80亿	60.4亿
300215	电科院	2.05万	179	4695万	 输配电气	6.44	3.60亿	81.9亿
000917	电广传媒	10.4万	4953	1.56亿	 文化传媒	2.28	14.2亿	215亿
002247	帝龙新材	1.02万	68	1929万	 水泥建材	2.73	1.29亿	24.5亿
600833	第一医药	3.84万	12	3468万	 医药行业	3.99	2.23亿	19.9亿
300167	迪威视讯	2.90万	364	7236万	 通讯行业	7.18	2.00亿	50.0亿
300335	迪森股份	1.65万	64	3067万	 公用事业	5.00	2.09亿	38.7亿
600565	迪马股份	64.1万	606	2.47亿	 汽车行业	2.16	7.20亿	27.6亿
600466	迪康药业	5.13万	7	2606万	 医药行业	3.86	4.39亿	22.3亿
300244	迪安诊断	1.82万	135	1.30亿	 医药行业	15.73	1.20亿	88.2亿
002715	登云股份	1.39万	175	3969万	 汽车行业	5.56	9200万	26.2亿
002041	登海种业	1.88万	191	5815万	 农牧饲渔	7.44	3.52亿	108亿
002055	得润电子	8.06万	725	9109万	 电子元件	3.70	4.15亿	46.6亿
002330	得利斯	6.72万	268	3741万	 食品行业	2.12	5.02亿	27.9亿
300325	德威新材	9597	159	1095万	 材料行业	2.56	1.60亿	18.1亿
000049	德赛电池	2.68万	166	1.58亿	 电子元件	15.04	1.37亿	80.3亿
002072	德棉股份	1.20万	114	830万	 纺织服装	6.60	1.76亿	12.1亿
002054	德美化工	5.53万	625	4301万	 化工行业	1.67	3.23亿	25.2亿
002666	德联集团	18.0万	3183	2.15亿	 汽车行业	2.63	3.20亿	37.7亿
002571	德力股份	8.47万	1224	1.15亿	 玻璃陶瓷	3.38	3.92亿	53.0亿
002005	德豪润达	15.1万	1701	1.27亿	 家电行业	2.27	11.7亿	97.0亿
002631	德尔家居	1.57万	233	2753万	 木业家具	2.19	1.62亿	28.2亿
002632	道明光学	8576	144	1130万	 材料行业	2.02	1.39亿	18.2亿
600136	道博股份	1.17万	0	1366万	 房地产	9.12	1.04亿	12.2亿
300073	当升科技	9.88万	5193	1.82亿	 材料行业	3.59	1.60亿	30.2亿
000673	当代东方	3.67万	101	4261万	 文化传媒	283.42	2.08亿	23.8亿
600844	丹化科技	5.45万	10	3842万	 化工行业	6.45	7.79亿	54.7亿
002366	丹甫股份	1.20万	313	1272万	 机械行业	1.92	1.34亿	14.2亿
002618	丹邦科技	7051	12	2612万	 电子元件	4.49	1.83亿	67.2亿
300314	戴维医疗	1.78万	221	4026万	 医药行业	5.89	1.60亿	36.0亿
002008	大族激光	27.5万	1885	4.35亿	 电子元件	4.74	10.4亿	166亿
600611	大众交通	7.40万	5	4556万	 交运物流	1.74	15.8亿	96.0亿
600635	大众公用	8.22万	342	4098万	 公用事业	2.09	16.4亿	81.3亿
601519	大智慧	32.1万	105	2.62亿	 电子信息	5.10	18.1亿	149亿
600146	大元股份	7.24万	2	6035万	 化工行业	7.57	2.00亿	16.6亿
300021	大禹节水	2.80万	556	3553万	 材料行业	7.39	2.79亿	34.9亿
600403	大有能源	4.96万	0	2982万	 煤炭采选	1.35	23.9亿	145亿
000708	大冶特钢	3.20万	454	1861万	 钢铁行业	0.83	4.49亿	26.1亿
002249	大洋电机	9.40万	1442	1.35亿	 机械行业	3.99	7.16亿	102亿
600233	大杨创世	2.25万	42	2017万	 纺织服装	1.47	1.65亿	14.8亿
000910	大亚科技	2.17万	3	1095万	 木业家具	1.10	5.28亿	26.5亿
600346	大橡塑	5.42万	0	4133万	 塑胶制品	2.54	2.90亿	21.8亿
600558	大西洋	6.86万	0	6256万	 水泥建材	1.73	2.07亿	18.8亿
601001	大同煤业	5.19万	0	2342万	 煤炭采选	0.86	16.7亿	75.1亿
000593	大通燃气	2.75万	431	1823万	 公用事业	2.84	2.80亿	18.5亿
601991	大唐发电	8.16万	458	3187万	 电力行业	1.17	133亿	518亿
600198	大唐电信	11.0万	0	2.21亿	 通讯行业	7.11	7.42亿	148亿
600694	大商股份	3.39万	0	9039万	 商业百货	1.55	2.94亿	78.5亿
000985	大庆华科	8812	24	904万	 石油行业	2.80	1.30亿	13.2亿
601006	大秦铁路	24.6万	2	1.67亿	 交运物流	1.35	149亿	1002亿
600094	大名城	2.64万	102	1253万	 房地产	2.76	15.1亿	71.5亿
600159	大龙地产	3.91万	20	1113万	 房地产	1.16	8.30亿	23.7亿
002204	大连重工	5.22万	237	5936万	 机械行业	1.72	9.66亿	108亿
000679	大连友谊	2.86万	253	1634万	 商业百货	1.37	3.56亿	20.3亿
600593	大连圣亚	3585	5	502万	 旅游酒店	3.92	9200万	12.9亿
002621	大连三垒	2.33万	146	3519万	 机械行业	2.19	1.50亿	22.6亿
600719	大连热电	3.24万	10	2117万	 电力行业	1.97	2.02亿	13.1亿
600747	大连控股	23.6万	0	1.12亿	 电子元件	7.64	10.6亿	49.9亿
000881	大连国际	1.69万	2000	997万	 综合行业	1.15	3.09亿	18.3亿
601880	大连港	5.11万	23	1213万	 港口水运	0.78	44.3亿	104亿
002606	大连电瓷	3.18万	827	4358万	 输配电气	3.80	2.00亿	27.2亿
