#代码	名称	总手	现手	金额	所属行业	市净率	总股本	总市值
002214	大立科技	4.94万	207	8798万	 仪器仪表	7.50	2.00亿	35.1亿
000530	大冷股份	6.05万	554	7109万	 机械行业	2.20	3.50亿	40.7亿
002505	大康牧业	2.33万	203	3992万	 农牧饲渔	5.22	2.47亿	42.3亿
002487	大金重工	3.88万	560	2594万	 机械行业	1.58	3.60亿	23.9亿
600695	大江股份	8.05万	55	4699万	 食品行业	9.45	7.13亿	41.9亿
300186	大华农	3.57万	150	3343万	 医药行业	2.40	5.34亿	49.5亿
002236	大华股份	7.70万	775	2.29亿	 电子信息	9.39	11.5亿	343亿
600257	大湖股份	7.96万	0	5726万	 农牧饲渔	3.65	4.27亿	30.5亿
600288	大恒科技	13.3万	10	1.08亿	 电子信息	2.56	4.37亿	34.9亿
002077	大港股份	4.26万	562	2939万	 房地产	1.90	2.52亿	17.1亿
300134	大富科技	1.84万	359	2894万	 通讯行业	2.35	3.20亿	50.4亿
000613	大东海A	2.63万	221	1378万	 旅游酒店	23.23	3.64亿	19.0亿
600327	大东方	14.0万	61	7493万	 商业百货	2.08	5.22亿	27.4亿
000719	大地传媒	3.72万	97	4787万	 文化传媒	2.87	4.40亿	56.2亿
002385	大北农	6.58万	634	9227万	 农牧饲渔	4.95	16.1亿	224亿
002263	大 东 南	75.3万	5777	4.87亿	 塑胶制品	1.87	6.99亿	45.9亿
002421	达实智能	----	----	----	 电子信息	5.26	2.09亿	39.1亿
002512	达华智能	4.63万	622	7436万	 电子元件	4.11	3.54亿	56.2亿
300103	达刚路机	3.03万	202	3782万	 机械行业	3.42	2.12亿	26.2亿
002030	达安基因	9.90万	1309	1.55亿	 医药行业	10.50	4.58亿	70.9亿
002209	达 意 隆	2.18万	424	1956万	 机械行业	2.77	1.95亿	17.6亿
603123	翠微股份	2.83万	0	2505万	 商业百货	1.63	3.08亿	27.1亿
300307	慈星股份	10.8万	2277	1.63亿	 机械行业	2.95	8.02亿	126亿
002710	慈铭体检	----	----	----	 医药行业	----	0	0
000976	春晖股份	4.17万	159	1452万	 化纤行业	4.32	5.87亿	20.3亿
002547	春兴精工	3.27万	521	3987万	 通讯行业	4.35	2.84亿	34.3亿
600854	春兰股份	12.8万	0	6087万	 家电行业	1.30	5.19亿	24.8亿
000551	创元科技	17.7万	2109	1.94亿	 机械行业	3.41	4.00亿	43.6亿
300366	创意信息	2.54万	499	1.15亿	 电子信息	8.89	5715万	25.5亿
600874	创业环保	16.9万	10	1.56亿	 公用事业	3.35	14.3亿	131亿
600193	创兴资源	5.54万	3	3525万	 有色金属	3.73	4.25亿	26.9亿
002010	传化股份	2.47万	179	2601万	 化工行业	2.95	4.88亿	50.7亿
600674	川投能源	5.83万	0	6160万	 电力行业	2.13	20.6亿	216亿
002272	川润股份	3.66万	370	1685万	 机械行业	1.56	4.20亿	19.3亿
000155	川化股份	3.05万	437	1116万	 化工行业	1.53	4.70亿	17.2亿
002253	川大智胜	1.04万	139	2783万	 电子信息	4.75	1.39亿	37.4亿
300358	楚天科技	2.48万	253	1.71亿	 医药行业	7.03	7300万	49.6亿
600035	楚天高速	2.15万	150	630万	 高速公路	0.78	9.32亿	27.2亿
002477	雏鹰农牧	4.36万	816	3890万	 农牧饲渔	2.89	9.39亿	83.4亿
601999	出版传媒	4.42万	0	3160万	 文化传媒	2.26	5.51亿	39.2亿
300250	初灵信息	2.82万	350	6832万	 电子信息	5.25	8000万	19.3亿
600227	赤天化	3.77万	25	1025万	 化工行业	0.74	9.50亿	25.7亿
600988	赤峰黄金	7.79万	10	1.06亿	 有色金属	8.33	2.83亿	38.5亿
600497	驰宏锌锗	8.68万	0	7894万	 有色金属	2.10	16.7亿	151亿
000848	承德露露	4.50万	603	1.03亿	 食品行业	9.78	4.01亿	92.7亿
000990	诚志股份	2.80万	83	3236万	 医药行业	2.10	2.97亿	34.4亿
600078	澄星股份	4.99万	0	2797万	 化工行业	2.07	6.63亿	36.6亿
600828	成商集团	7.36万	0	3800万	 商业百货	2.60	5.70亿	29.0亿
002190	成飞集成	----	----	----	 汽车行业	3.34	3.45亿	52.3亿
600391	成发科技	7.28万	0	9750万	 航天航空	2.66	3.30亿	44.0亿
002628	成都路桥	11.5万	737	5958万	 工程建设	1.51	7.37亿	37.8亿
600247	成城股份	6.56万	100	2532万	 商业百货	2.47	3.36亿	12.9亿
600649	城投控股	11.9万	60	8732万	 公用事业	1.58	29.9亿	218亿
000488	晨鸣纸业	5.10万	350	2270万	 造纸印刷	0.66	19.8亿	87.7亿
300138	晨光生物	1.68万	23	1562万	 食品行业	1.69	1.80亿	16.6亿
002155	辰州矿业	20.3万	1991	1.78亿	 有色金属	2.90	9.96亿	86.9亿
600969	郴电国际	3.03万	0	3665万	 电力行业	1.69	2.10亿	25.3亿
600318	巢东股份	3.31万	0	2827万	 水泥建材	2.30	2.42亿	20.8亿
002345	潮宏基	7.39万	2839	1.04亿	 工艺商品	2.65	4.23亿	58.5亿
300036	超图软件	2.78万	231	5931万	 电子信息	4.42	1.22亿	25.8亿
000823	超声电子	18.9万	2670	2.08亿	 电子元件	2.50	4.40亿	48.2亿
002288	超华科技	9.05万	1088	7899万	 电子元件	3.01	3.96亿	34.2亿
000966	长源电力	12.9万	703	8754万	 电力行业	1.95	5.54亿	37.3亿
600525	长园集团	8.80万	10	9898万	 材料行业	3.97	8.64亿	96.4亿
300115	长盈精密	1.62万	255	5273万	 电子元件	5.16	2.58亿	83.3亿
300088	长信科技	37.2万	5084	8.32亿	 电子元件	5.67	5.14亿	114亿
300195	长荣股份	1.25万	83	4724万	 机械行业	4.04	1.43亿	53.0亿
002616	长青集团	9242	231	1703万	 家电行业	2.53	1.48亿	27.0亿
002391	长青股份	1.16万	82	2725万	 化工行业	2.52	2.10亿	49.0亿
300348	长亮科技	3095	65	1085万	 电子信息	4.40	5170万	18.2亿
000783	长江证券	16.5万	1534	1.43亿	 券商信托	1.63	23.7亿	203亿
600119	长江投资	2.74万	0	3999万	 交运物流	5.97	3.07亿	44.6亿
600345	长江通信	1.19万	1	1637万	 通讯行业	2.40	1.98亿	27.1亿
002435	长江润发	1.99万	1827	1762万	 机械行业	2.16	1.98亿	17.7亿
600900	长江电力	49.4万	10	2.88亿	 电力行业	1.25	165亿	960亿
600757	长江传媒	14.2万	50	1.30亿	 文化传媒	2.53	12.1亿	111亿
300196	长海股份	7588	122	1950万	 材料行业	3.27	1.20亿	30.9亿
002452	长高集团	1.75万	116	3136万	 输配电气	2.17	1.30亿	23.2亿
300301	长方照明	2.54万	193	2946万	 电子元件	4.07	2.73亿	31.4亿
600584	长电科技	19.7万	0	1.82亿	 电子元件	3.19	8.53亿	77.7亿
600148	长春一东	2.73万	0	2740万	 汽车行业	4.26	1.42亿	14.2亿
600333	长春燃气	4.18万	0	3259万	 公用事业	2.20	5.30亿	41.1亿
600215	长春经开	1.13万	129	452万	 电力行业	0.79	4.65亿	18.5亿
000661	长春高新	3938	5	4333万	 医药行业	12.97	1.31亿	144亿
000748	长城信息	2.86万	315	6308万	 电子信息	6.49	3.76亿	82.4亿
601633	长城汽车	5.76万	11	1.70亿	 汽车行业	3.47	30.4亿	901亿
000021	长城开发	9.91万	2801	6232万	 电子信息	1.96	14.7亿	93.7亿
300089	长城集团	1.36万	35	1740万	 玻璃陶瓷	2.41	1.50亿	19.0亿
000066	长城电脑	11.7万	1013	5066万	 电子信息	2.13	13.2亿	57.0亿
600192	长城电工	24.9万	10	2.31亿	 输配电气	1.93	4.42亿	41.2亿
600856	长百集团	----	----	----	 商业百货	11.65	2.35亿	15.2亿
000625	长安汽车	21.7万	1328	2.10亿	 汽车行业	2.56	46.6亿	449亿
300255	常山药业	6667	30	1578万	 医药行业	3.75	1.88亿	44.3亿
000158	常山股份	4.01万	147	1995万	 纺织服装	1.50	7.19亿	35.6亿
002160	常铝股份	----	----	----	 有色金属	3.00	3.40亿	16.0亿
600710	常林股份	2.76万	306	818万	 机械行业	0.97	6.40亿	18.9亿
002413	常发股份	2.11万	144	1686万	 机械行业	1.46	2.21亿	17.5亿
002478	常宝股份	2.23万	78	2260万	 钢铁行业	1.54	4.00亿	40.5亿
600228	昌九生化	16.8万	0	1.98亿	 化工行业	-97.57	2.41亿	28.1亿
300151	昌红科技	1.11万	49	2024万	 塑胶制品	2.51	1.00亿	18.3亿
002108	沧州明珠	55.8万	4039	7.35亿	 塑胶制品	4.10	3.40亿	46.3亿
600230	沧州大化	8832	134	946万	 化工行业	1.73	2.59亿	27.7亿
002256	彩虹精化	4.03万	398	3674万	 化工行业	5.64	3.13亿	28.3亿
002569	步森股份	1.35万	478	1379万	 纺织服装	2.32	1.40亿	14.3亿
002251	步 步 高	4.74万	218	6966万	 商业百货	2.70	5.97亿	86.9亿
000415	渤海租赁	9.37万	1120	7961万	 券商信托	1.43	12.7亿	107亿
603167	渤海轮渡	5.44万	21	5260万	 港口水运	1.82	4.81亿	46.7亿
600960	渤海活塞	3.23万	0	2675万	 机械行业	1.82	2.12亿	17.4亿
300318	博晖创新	3.01万	545	5913万	 医药行业	4.63	1.64亿	31.8亿
002297	博云新材	6.90万	1362	7413万	 材料行业	3.61	3.99亿	42.5亿
600656	博元投资	6.30万	100	5050万	 综合行业	19.83	1.90亿	15.2亿
000760	博盈投资	3.23万	388	4485万	 汽车行业	4.73	5.51亿	76.5亿
002649	博彦科技	1.15万	130	3542万	 电子信息	3.73	1.65亿	51.2亿
300294	博雅生物	7580	25	3556万	 医药行业	4.48	7580万	35.5亿
600083	博信股份	1.51万	0	1086万	 电子元件	52.44	2.30亿	16.6亿
600883	博闻科技	8725	4	481万	 水泥建材	1.91	2.36亿	13.0亿
601137	博威合金	7783	0	1220万	 有色金属	1.74	2.15亿	33.6亿
600455	博通股份	6.42万	0	9985万	 综合行业	7.74	6246万	9.86亿
300363	博腾股份	3.35万	263	1.87亿	 医药行业	9.20	1.09亿	60.2亿
002698	博实股份	1.40万	73	4197万	 机械行业	8.38	4.01亿	120亿
002282	博深工具	4.02万	330	3411万	 机械行业	2.43	2.25亿	19.4亿
600880	博瑞传播	15.6万	10	3.26亿	 文化传媒	4.08	6.83亿	142亿
002689	博林特	1.64万	102	1242万	 机械行业	2.51	4.03亿	30.4亿
600966	博汇纸业	6.27万	0	3176万	 造纸印刷	0.84	5.05亿	26.0亿
600130	波导股份	52.0万	26	2.64亿	 通讯行业	4.91	7.68亿	39.0亿
002244	滨江集团	6.50万	393	4045万	 房地产	1.18	13.5亿	83.6亿
601678	滨化股份	2.83万	10	2015万	 化工行业	1.15	6.60亿	46.8亿
000695	滨海能源	----	----	----	 电力行业	6.29	2.22亿	18.6亿
600302	标准股份	3.45万	0	1498万	 机械行业	1.23	3.46亿	14.9亿
300070	碧水源	4.98万	402	1.82亿	 公用事业	7.96	8.86亿	323亿
002594	比亚迪	10.6万	1145	6.09亿	 汽车行业	6.11	23.5亿	1321亿
000761	本钢板材	1.71万	80	472万	 钢铁行业	0.55	31.4亿	85.9亿
002570	贝因美	12.7万	1137	3.47亿	 食品行业	4.73	6.39亿	175亿
300352	北信源	1.19万	113	5112万	 电子信息	9.58	1.33亿	57.1亿
002307	北新路桥	2.74万	361	1441万	 工程建设	1.74	4.29亿	22.4亿
000786	北新建材	4.51万	188	6685万	 水泥建材	2.16	5.75亿	84.6亿
002148	北纬通信	5.48万	516	2.58亿	 通讯行业	5.90	1.28亿	60.5亿
300016	北陆药业	7.97万	926	9203万	 医药行业	6.38	3.05亿	34.6亿
601169	北京银行	60.3万	0	4.45亿	 银行	0.83	88.0亿	643亿
000802	北京旅游	19.6万	1911	1.77亿	 旅游酒店	4.08	3.75亿	34.1亿
002392	北京利尔	13.7万	1239	1.19亿	 材料行业	1.93	5.99亿	52.3亿
002350	北京科锐	4.79万	201	5782万	 输配电气	2.61	2.18亿	26.0亿
300223	北京君正	3.72万	213	1.20亿	 电子元件	3.12	1.04亿	33.5亿
600861	北京城乡	7.23万	18	6275万	 商业百货	1.24	3.17亿	27.2亿
600266	北京城建	4.62万	13	3864万	 房地产	0.95	8.89亿	74.2亿
002246	北化股份	1.01万	186	964万	 化工行业	2.61	2.76亿	26.5亿
600538	北海国发	3.90万	241	1955万	 医药行业	31.20	2.79亿	13.9亿
000065	北方国际	9652	550	1641万	 工程建设	5.21	2.11亿	35.9亿
600262	北方股份	1.66万	7	2300万	 机械行业	2.21	1.70亿	23.8亿
600435	北方导航	14.4万	19	1.88亿	 机械行业	4.65	7.45亿	96.5亿
600967	北方创业	4.61万	0	8065万	 机械行业	3.73	4.57亿	80.4亿
002151	北斗星通	2.14万	145	6493万	 电子信息	6.17	2.35亿	70.7亿
000788	北大医药	19.1万	939	2.93亿	 医药行业	7.90	5.96亿	90.6亿
600598	北大荒	41.9万	10	4.14亿	 农牧饲渔	3.24	17.8亿	174亿
601588	北辰实业	4.09万	31	1019万	 房地产	0.80	33.7亿	83.8亿
002613	北玻股份	3.28万	342	1987万	 玻璃陶瓷	1.64	4.00亿	24.2亿
600386	北巴传媒	4.58万	120	3950万	 交运物流	2.27	4.03亿	34.7亿
000582	北 海 港	8736	93	893万	 港口水运	1.50	8.32亿	84.6亿
002154	报 喜 鸟	15.0万	2610	1.02亿	 纺织服装	1.51	5.86亿	39.6亿
600456	宝钛股份	3.45万	0	4253万	 有色金属	1.46	4.30亿	52.6亿
002514	宝馨科技	1.12万	88	2343万	 材料行业	4.28	1.09亿	22.5亿
002047	宝鹰股份	3.00万	818	1750万	 水泥建材	2.46	10.6亿	62.0亿
600845	宝信软件	1.24万	0	3996万	 电子信息	7.01	3.41亿	111亿
000690	宝新能源	25.0万	1759	1.23亿	 电力行业	2.08	17.3亿	84.6亿
300031	宝通带业	5.54万	637	8040万	 材料行业	2.84	1.50亿	21.8亿
601011	宝泰隆	2.07万	13	1695万	 煤炭采选	1.15	3.87亿	31.9亿
600973	宝胜股份	6.11万	0	5151万	 输配电气	1.75	4.11亿	34.3亿
002476	宝莫股份	11.6万	587	1.09亿	 化工行业	5.83	6.12亿	57.8亿
300135	宝利沥青	----	----	----	 化工行业	3.45	5.12亿	38.1亿
000008	宝利来	1.39万	107	1353万	 商业百货	5.27	3.04亿	29.4亿
300246	宝莱特	1.74万	113	4284万	 医药行业	9.38	1.46亿	35.8亿
600379	宝光股份	8.71万	837	7231万	 输配电气	4.95	2.36亿	19.4亿
600019	宝钢股份	17.3万	10	6324万	 钢铁行业	0.55	165亿	603亿
002552	宝鼎重工	1.74万	319	2133万	 钢铁行业	2.30	1.50亿	18.4亿
300023	宝德股份	7303	49	951万	 电子信息	3.60	9000万	11.7亿
600892	宝诚股份	5358	0	777万	 综合行业	190.42	6313万	9.16亿
000040	宝安地产	1.07万	231	427万	 综合行业	1.50	4.70亿	18.7亿
600794	保税科技	25.4万	0	2.75亿	 交运物流	5.05	4.74亿	50.5亿
002286	保龄宝	3.12万	22	5633万	 食品行业	2.33	1.85亿	33.2亿
600048	保利地产	42.5万	0	2.84亿	 房地产	1.04	71.4亿	475亿
600111	包钢稀土	15.0万	0	3.16亿	 有色金属	6.71	24.2亿	508亿
600010	包钢股份	66.9万	0	2.87亿	 钢铁行业	1.81	80.0亿	343亿
002634	棒杰股份	1.73万	108	2476万	 纺织服装	2.93	1.00亿	14.3亿
300312	邦讯技术	----	----	----	 通讯行业	2.91	1.60亿	24.5亿
002601	佰利联	1.36万	65	2393万	 化工行业	1.55	1.92亿	33.5亿
002640	百圆裤业	1.64万	214	2291万	 纺织服装	2.67	1.33亿	18.6亿
002696	百洋股份	9906	69	2090万	 农牧饲渔	2.06	8800万	18.4亿
600637	百视通	8.51万	20	3.02亿	 电子信息	11.04	11.1亿	389亿
002568	百润股份	2.89万	366	4663万	 食品行业	4.14	1.60亿	26.1亿
601339	百隆东方	2.41万	5	2246万	 纺织服装	1.13	7.50亿	69.7亿
600468	百利电气	15.1万	0	1.80亿	 输配电气	9.34	4.56亿	54.4亿
600721	百花村	9672	0	670万	 煤炭采选	1.95	2.69亿	18.5亿
600865	百大集团	4.52万	0	2800万	 商业百货	2.02	3.76亿	23.4亿
002455	百川股份	1.18万	228	1477万	 化工行业	2.12	1.32亿	16.4亿
600332	白云山	----	----	----	 医药行业	5.53	12.9亿	363亿
600004	白云机场	4.42万	0	3135万	 民航机场	1.08	11.5亿	81.0亿
300262	巴安水务	5.97万	415	1.01亿	 公用事业	8.59	2.67亿	44.4亿
600581	八一钢铁	1.69万	116	634万	 钢铁行业	0.77	7.66亿	28.7亿
002592	八菱科技	4.28万	365	5509万	 汽车行业	3.16	1.77亿	22.6亿
002170	芭田股份	11.6万	1197	7366万	 化工行业	3.73	8.52亿	53.3亿
002245	澳洋顺昌	4.25万	251	3879万	 交运物流	4.43	3.75亿	33.6亿
002172	澳洋科技	15.2万	1648	7728万	 化纤行业	4.45	5.66亿	29.0亿
600336	澳柯玛	22.5万	0	1.26亿	 家电行业	4.05	6.82亿	37.7亿
002231	奥维通信	31.9万	3327	2.79亿	 通讯行业	4.83	3.57亿	32.7亿
002587	奥拓电子	1.41万	330	3138万	 电子元件	4.43	1.11亿	24.3亿
300361	奥赛康	----	----	----	 医药行业	----	0	0
002701	奥瑞金	6.10万	387	2.57亿	 食品行业	4.08	3.07亿	129亿
002338	奥普光电	3.81万	1246	1.06亿	 仪器仪表	5.13	1.20亿	33.1亿
002668	奥马电器	1.13万	22	2166万	 家电行业	2.39	1.65亿	31.4亿
300082	奥克股份	2.00万	223	2429万	 化工行业	1.44	3.37亿	40.6亿
603001	奥康国际	7.23万	0	1.11亿	 纺织服装	1.65	4.01亿	61.3亿
002292	奥飞动漫	5.92万	836	2.14亿	 文化传媒	13.53	6.14亿	217亿
002227	奥 特 迅	3.46万	684	1.31亿	 输配电气	6.36	1.09亿	40.1亿
600298	安琪酵母	4.10万	0	7267万	 食品行业	2.12	3.30亿	58.1亿
600397	安源煤业	7.71万	0	2827万	 煤炭采选	0.95	9.90亿	36.3亿
600569	安阳钢铁	2.70万	886	458万	 钢铁行业	0.60	23.9亿	40.9亿
600816	安信信托	2.77万	115	3887万	 券商信托	----	4.54亿	63.3亿
000969	安泰科技	30.1万	2144	2.56亿	 综合行业	2.25	8.63亿	73.2亿
600408	安泰集团	6.24万	54	1650万	 煤炭采选	1.14	10.1亿	26.6亿
300380	安硕信息	2.75万	232	1.10亿	 电子信息	7.45	6872万	27.0亿
300067	安诺其	3.50万	220	4553万	 化工行业	2.72	1.64亿	21.1亿
002235	安妮股份	10.5万	798	1.59亿	 造纸印刷	6.58	1.95亿	29.3亿
300218	安利股份	1.99万	109	2356万	 化工行业	3.00	2.11亿	24.8亿
300370	安控股份	1.59万	157	8971万	 仪器仪表	7.60	4862万	27.0亿
300009	安科生物	1.98万	333	3326万	 医药行业	6.40	2.42亿	40.5亿
300286	安科瑞	9.38万	48	2.97亿	 仪器仪表	10.90	1.43亿	46.9亿
000868	安凯客车	15.3万	2678	6713万	 汽车行业	2.51	6.96亿	30.6亿
300155	安居宝	1.72万	124	4506万	 电子元件	4.48	1.83亿	48.1亿
002635	安洁科技	2.21万	457	7832万	 电子元件	5.59	1.80亿	64.5亿
600502	安徽水利	11.8万	27	9179万	 工程建设	2.58	5.02亿	39.2亿
600761	安徽合力	4.67万	4	5455万	 机械行业	1.80	5.14亿	59.5亿
600207	安彩高科	4.76万	58	2159万	 综合行业	3.36	6.90亿	31.1亿
002136	安 纳 达	16.8万	1455	1.20亿	 化工行业	2.60	2.15亿	15.4亿
002667	鞍重股份	4733	22	1099万	 机械行业	2.25	6798万	15.7亿
002403	爱仕达	2.63万	206	2632万	 家电行业	1.48	2.40亿	23.8亿
600652	爱使股份	----	----	----	 煤炭采选	2.35	5.57亿	22.7亿
002416	爱施德	5.11万	462	9100万	 商业百货	4.07	9.99亿	178亿
002610	爱康科技	10.9万	624	1.49亿	 电子元件	3.28	3.00亿	40.5亿
600643	爱建股份	16.4万	2	1.66亿	 券商信托	2.41	11.1亿	111亿
300015	爱尔眼科	2.28万	105	9078万	 医药行业	10.56	4.33亿	172亿
002468	艾迪西	2.50万	1232	2044万	 机械行业	3.12	2.76亿	22.6亿
000100	TCL 集团	143万	1.64万	3.82亿	 家电行业	1.59	85.3亿	225亿
600610	S中纺机	----	----	----	 机械行业	81.45	3.57亿	90.0亿
000670	S舜元	----	----	----	 房地产	19.21	2.72亿	41.4亿
600733	S前锋	1.42万	0	2869万	 房地产	15.13	1.98亿	40.1亿
600182	S佳通	1.77万	0	2408万	 汽车行业	4.93	3.40亿	46.1亿
600793	ST宜纸	5313	6	519万	 造纸印刷	39.01	1.05亿	10.4亿
600539	ST狮头	5109	2	267万	 水泥建材	2.13	2.30亿	12.1亿
600698	ST轻骑	2.47万	1	938万	 交运设备	5.55	9.72亿	36.9亿
600091	ST明科	8981	17	387万	 化工行业	2.98	3.37亿	14.5亿
600817	ST宏盛	1.09万	0	964万	 电子元件	12.01	1.61亿	14.2亿
600634	ST澄海	----	----	----	 房地产	1.73	3.84亿	42.5亿
300076	GQY视讯	6.06万	551	1.84亿	 电子元件	2.98	1.06亿	31.9亿
600961	*ST株冶	----	----	----	 有色金属	4.23	5.27亿	29.7亿
000505	*ST珠江	----	----	----	 房地产	10.73	4.27亿	15.1亿
000017	*ST中华A	1.53万	340	777万	 交运设备	-1.62	5.51亿	28.2亿
000018	*ST中冠A	5841	1	557万	 纺织服装	12.77	1.69亿	16.1亿
600074	*ST中达	----	----	----	 塑胶制品	-10.87	8.96亿	27.4亿
601919	*ST远洋	5.08万	0	1669万	 港口水运	1.50	102亿	335亿
600319	*ST亚星	9672	0	379万	 化工行业	4.53	3.16亿	12.3亿
600603	*ST兴业	----	----	----	 房地产	128.28	1.95亿	11.0亿
600769	*ST祥龙	2.96万	0	1451万	 化工行业	-2.85	3.75亿	18.0亿
600381	*ST贤成	----	----	----	 煤炭采选	-5.66	16.0亿	33.3亿
002265	*ST西仪	6736	228	479万	 机械行业	4.17	2.91亿	20.7亿
000908	*ST天一	7.00万	482	7797万	 机械行业	623.16	2.80亿	30.9亿
600234	*ST天龙	10.5万	140	6080万	 商业百货	-8.17	2.02亿	11.9亿
000555	*ST太光	7558	20	2148万	 通讯行业	3.95	4.31亿	121亿
000676	*ST思达	2.13万	154	843万	 仪器仪表	6.49	3.15亿	12.5亿
000403	*ST生化	6.66万	437	1.08亿	 医药行业	14.15	2.73亿	44.6亿
000717	*ST韶钢	5.06万	127	908万	 钢铁行业	1.00	24.2亿	43.3亿
002162	*ST上控	7.49万	135	4828万	 玻璃陶瓷	3.65	4.37亿	27.9亿
600301	*ST南化	1.78万	0	1120万	 化工行业	-6.34	2.35亿	14.8亿
600617	*ST联华	7726	0	1805万	 商业百货	3.53	5.93亿	138亿
600358	*ST联合	2.91万	0	1242万	 旅游酒店	4.07	4.32亿	18.5亿
000035	*ST科健	2.90万	331	3393万	 通讯行业	510.53	1.89亿	22.0亿
